"full_location","island","site","transect","top_color","bowl_color","orders","number_of_insects","dateout","datecoll","duration","order_abrev"
"Saipan_Ladtg_L3","saipan","ladtg","L3","r","r","Lepidoptera",4,NA,NA,NA,"Lepid"
"Saipan_Ladtg_L3","saipan","ladtg","L3","r","b","Apoidea",4,NA,NA,NA,"Apoid"
"Saipan_Ladtg_L3","saipan","ladtg","L3","b","b","Crabronidae",4,NA,NA,NA,"Crabr"
"Saipan_Ladtg_L3","saipan","ladtg","L3","b","y","Apoidea",4,NA,NA,NA,"Apoid"
"Saipan_Ladtg_L3","saipan","ladtg","L3","b","r","Crabronidae",4,NA,NA,NA,"Crabr"
"Saipan_Ladtg_L3","saipan","ladtg","L3","y","r","Apoidea",4,NA,NA,NA,"Apoid"
"Saipan_Ladtg_L3","saipan","ladtg","L3","y","b","Apoidea",4,NA,NA,NA,"Apoid"
"Saipan_Ladtg_L3","saipan","ladtg","L3","w","w","Diptera",4,NA,NA,NA,"Dipte"
"Saipan_Ladtg_L3","saipan","ladtg","L3","w","b","Diptera",4,NA,NA,NA,"Dipte"
"Saipan_MTRL_L1","saipan","mtrl","L1","w","b","Diptera",4,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_MTRL_L1","saipan","mtrl","L1","w","r","Lepidoptera",4,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_MTRL_L1","saipan","mtrl","L1","r","w","Lepidoptera",4,2018-01-17,2018-01-20,3,"Lepid"
"Guam_Anao_L1","guam","anao","L1","w","y","Crabronidae",3,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Anao_L1","guam","anao","L1","r","r","Apoidea",3,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Nblas_L1","guam","nblas","L1","r","y","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"Guam_Nblas_L1","guam","nblas","L1","y","w","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Nblas_L1","guam","nblas","L1","w","r","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"Guam_Nblas_L1","guam","nblas","L1","w","w","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"Guam_Nblas_L2","guam","nblas","L2","r","y","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Nblas_L3","guam","nblas","L3","y","y","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L1","guam","race","L1","r","b","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"Guam_Racetrack_L2","guam","race","L2","b","y","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"Guam_Racetrack_L3","guam","race","L3","w","y","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L3","guam","race","L3","b","w","Diptera",3,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L3","guam","race","L3","r","w","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"Guam_Riti_L1","guam","riti","L1","y","y","partial",3,2018-01-12,2018-01-15,3,"parti"
"Guam_Riti_L1","guam","riti","L1","y","r","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"Guam_Riti_L1","guam","riti","L1","r","r","partial",3,2018-01-12,2018-01-15,3,"parti"
"Guam_Riti_L2","guam","riti","L2","w","b","Isoptera",3,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Riti_L3","guam","riti","L3","y","b","partial",3,2018-01-12,2018-01-15,3,"parti"
"Guam_Riti_L3","guam","riti","L3","y","y","partial",3,2018-01-12,2018-01-15,3,"parti"
"Guam_Riti_L3","guam","riti","L3","w","y","Isoptera",3,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","w","y","Formicidae",3,2018-01-12,2018-01-15,3,"Formi"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","Formicidae",3,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L2","saipan","forbia","L2","b","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L2","saipan","forbia","L2","b","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L2","saipan","forbia","L2","b","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L2","saipan","forbia","L2","w","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L2","saipan","forbia","L2","w","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L2","saipan","forbia","L2","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L3","saipan","forbia","L3","r","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L3","saipan","forbia","L3","w","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L3","saipan","forbia","L3","y","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L3","saipan","forbia","L3","y","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L3","saipan","forbia","L3","y","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L3","saipan","forbia","L3","y","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","y","y","Araneae",3,2018-01-17,2018-01-20,3,"Arane"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","b","w","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","r","w","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","b","r","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","y","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","b","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","b","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","w","y","Coleoptera",3,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","w","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","r","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","y","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","b","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","b","b","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","w","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","w","r","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","r","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L3","saipan","forbig","L3","b","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiGrid_L3","saipan","forbig","L3","b","r","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiGrid_L3","saipan","forbig","L3","w","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiGrid_L3","saipan","forbig","L3","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTA_L1","saipan","ladta","L1","y","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTA_L1","saipan","ladta","L1","b","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_LADTA_L1","saipan","ladta","L1","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTA_L1","saipan","ladta","L1","r","w","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_LADTA_L1","saipan","ladta","L1","w","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_LADTA_L1","saipan","ladta","L1","r","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTA_L2","saipan","ladta","L2","y","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_LADTA_L2","saipan","ladta","L2","y","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_LADTA_L2","saipan","ladta","L2","y","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_LADTA_L2","saipan","ladta","L2","y","w","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_LADTA_L2","saipan","ladta","L2","y","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_LADTA_L2","saipan","ladta","L2","b","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_LADTA_L2","saipan","ladta","L2","b","b","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_LADTA_L2","saipan","ladta","L2","b","w","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_LADTA_L2","saipan","ladta","L2","b","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTA_L2","saipan","ladta","L2","b","r","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_LADTA_L2","saipan","ladta","L2","w","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTA_L2","saipan","ladta","L2","r","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_LADTA_L2","saipan","ladta","L2","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTA_L2","saipan","ladta","L2","r","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_LADTA_L3","saipan","ladta","L3","r","w","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTA_L3","saipan","ladta","L3","r","y","Crabronidae",3,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","Lepidoptera",3,NA,NA,NA,"Lepid"
"Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","Lepidoptera",3,NA,NA,NA,"Lepid"
"Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","Diptera",3,NA,NA,NA,"Dipte"
"Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","Diptera",3,NA,NA,NA,"Dipte"
"Saipan_Ladtg_L1","saipan","ladtg","L1","w","y","Diptera",3,NA,NA,NA,"Dipte"
"Saipan_LADTG_L2","saipan","ladtg","L2","b","b","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_LADTG_L2","saipan","ladtg","L2","r","b","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTG_L2","saipan","ladtg","L2","w","r","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_LADTG_L2","saipan","ladtg","L2","r","y","Hemiptera",3,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_LADTG_L2","saipan","ladtg","L2","r","r","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_Ladtg_L3","saipan","ladtg","L3","r","w","Lepidoptera",3,NA,NA,NA,"Lepid"
"Saipan_Ladtg_L3","saipan","ladtg","L3","r","w","Trichoptera",3,NA,NA,NA,"Trich"
"Saipan_Ladtg_L3","saipan","ladtg","L3","w","y","Lepidoptera",3,NA,NA,NA,"Lepid"
"Saipan_Ladtg_L3","saipan","ladtg","L3","w","r","Diptera",3,NA,NA,NA,"Dipte"
"Saipan_MTRL_L1","saipan","mtrl","L1","w","y","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_MTRL_L1","saipan","mtrl","L1","r","b","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_MTRL_L1","saipan","mtrl","L1","y","y","Apoidea",3,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_MTRL_L2","saipan","mtrl","L2","r","w","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_MTRL_L2","saipan","mtrl","L2","r","y","Formicidae",3,2018-01-17,2018-01-20,3,"Formi"
"Saipan_MTRL_L2","saipan","mtrl","L2","w","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_MTRL_L2","saipan","mtrl","L2","b","w","Lepidoptera",3,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_MTRL_L3","saipan","mtrl","L3","y","y","Diptera",3,2018-01-17,2018-01-20,3,"Dipte"
"Guam_Anao_L1","guam","anao","L1","r","b","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Anao_L1","guam","anao","L1","w","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Anao_L1","guam","anao","L1","w","w","Apoidea",2,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Anao_L1","guam","anao","L1","r","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Anao_L1","guam","anao","L1","r","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Anao_L2","guam","anao","L2","y","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Anao_L2","guam","anao","L2","y","y","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Anao_L2","guam","anao","L2","b","r","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Anao_L2","guam","anao","L2","w","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Anao_L2","guam","anao","L2","w","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Anao_L3","guam","anao","L3","r","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Anao_L3","guam","anao","L3","w","r","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Nblas_L1","guam","nblas","L1","r","w","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Nblas_L1","guam","nblas","L1","b","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Nblas_L1","guam","nblas","L1","y","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Nblas_L1","guam","nblas","L1","w","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Nblas_L2","guam","nblas","L2","r","w","Araneae",2,2018-01-12,2018-01-15,3,"Arane"
"Guam_Nblas_L2","guam","nblas","L2","r","b","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Nblas_L2","guam","nblas","L2","w","y","Coleoptera",2,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Nblas_L3","guam","nblas","L3","y","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Racetrack_L1","guam","race","L1","y","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L1","guam","race","L1","y","y","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Racetrack_L1","guam","race","L1","b","r","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L1","guam","race","L1","b","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L1","guam","race","L1","y","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Racetrack_L1","guam","race","L1","y","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L2","guam","race","L2","b","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L2","guam","race","L2","b","r","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L2","guam","race","L2","b","r","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Racetrack_L2","guam","race","L2","b","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Racetrack_L2","guam","race","L2","y","y","Isoptera",2,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Racetrack_L2","guam","race","L2","y","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Racetrack_L2","guam","race","L2","y","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Racetrack_L2","guam","race","L2","y","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L2","guam","race","L2","y","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Racetrack_L2","guam","race","L2","y","b","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Racetrack_L2","guam","race","L2","w","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Racetrack_L2","guam","race","L2","w","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Racetrack_L2","guam","race","L2","r","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L3","guam","race","L3","r","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Racetrack_L3","guam","race","L3","y","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Racetrack_L3","guam","race","L3","w","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Racetrack_L3","guam","race","L3","b","b","Araneae",2,2018-01-12,2018-01-15,3,"Arane"
"Guam_Racetrack_L3","guam","race","L3","b","w","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Racetrack_L3","guam","race","L3","b","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Racetrack_L3","guam","race","L3","b","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Riti_L1","guam","riti","L1","w","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Riti_L1","guam","riti","L1","b","r","Isoptera",2,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Riti_L2","guam","riti","L2","r","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Riti_L3","guam","riti","L3","r","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Riti_L3","guam","riti","L3","b","r","Coleoptera",2,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L1","guam","sblas","L1","b","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L1","guam","sblas","L1","y","y","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L1","guam","sblas","L1","y","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L1","guam","sblas","L1","b","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L1","guam","sblas","L1","w","r","Lepidoptera",2,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L2","guam","sblas","L2","r","w","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L2","guam","sblas","L2","b","y","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Formicidae",2,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","w","b","Diptera",2,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","w","b","Coleoptera",2,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","w","y","Crabronidae",2,2018-01-12,2018-01-15,3,"Crabr"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L1","saipan","forbia","L1","b","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L1","saipan","forbia","L1","w","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L1","saipan","forbia","L1","y","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L1","saipan","forbia","L1","r","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L2","saipan","forbia","L2","y","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiA_L2","saipan","forbia","L2","b","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L2","saipan","forbia","L2","b","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L2","saipan","forbia","L2","w","y","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L2","saipan","forbia","L2","w","y","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L2","saipan","forbia","L2","w","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L2","saipan","forbia","L2","w","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L2","saipan","forbia","L2","w","w","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiA_L2","saipan","forbia","L2","w","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L2","saipan","forbia","L2","w","r","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L2","saipan","forbia","L2","r","y","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiA_L2","saipan","forbia","L2","r","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L2","saipan","forbia","L2","r","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L3","saipan","forbia","L3","r","y","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L3","saipan","forbia","L3","r","w","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L3","saipan","forbia","L3","w","w","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L3","saipan","forbia","L3","w","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiA_L3","saipan","forbia","L3","b","w","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiA_L3","saipan","forbia","L3","b","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiA_L3","saipan","forbia","L3","b","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiA_L3","saipan","forbia","L3","y","w","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","y","w","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","b","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","b","b","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","r","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","y","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","b","y","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","r","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","w","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","w","b","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","w","r","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","w","r","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","w","r","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiGrid_L1","saipan","forbig","L1","w","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","y","y","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","y","b","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","y","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","y","r","Crabronidae",2,2018-01-17,2018-01-20,3,"Crabr"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","b","y","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","b","y","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","b","b","Diptera",2,2018-01-17,2018-01-20,3,"Dipte"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","b","r","Lepidoptera",2,2018-01-17,2018-01-20,3,"Lepid"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","w","b","Apoidea",2,2018-01-17,2018-01-20,3,"Apoid"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","w","w","Hemiptera",2,2018-01-17,2018-01-20,3,"Hemip"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","w","w","Formicidae",2,2018-01-17,2018-01-20,3,"Formi"
"Saipan_ForbiGrid_L2","saipan","forbig","L2","w","r","Coleoptera",2,2018-01-17,2018-01-20,3,"Coleo"
